texts,words,score
监狱吃喝住的比他家庭条件都好吧？9年后出来正好孩子都大了，可以养他了。正如他所愿啊,"['监狱', '吃喝', '住', '家庭', '条件', '9', '年', '正好', '孩子', '养', '所愿']",0
呵呵，是不是沒给他为国家生育做贡献颁奖已经不错了呀,"['是不是', '沒', '国家', '生育', '做', '贡献', '颁奖', '已经', '不错']",8.0
难受,['难受'],0.0
收拾干净了，有点像李泽楷呢,"['收拾', '干净', '有点像', '李泽楷']",5.0
恶魔,['恶魔'],-7.0
算了,['算了'],0
所以鼓励，以后，，危险了,"['鼓励', '以后', '危险']",0
才九年,['九年'],0
控制人身自由强奸生八子只盼九年？,"['控制', '人身自由', '强奸', '生八子', '盼', '九年']",-9.0
不是丈夫！不是丈夫！不是丈夫！,"['丈夫', '丈夫', '丈夫']",0
我就想知道，谁出钱给他配的黑框眼镜,"['想', '知道', '出钱', '配', '黑框', '眼镜']",0
而且出来以后，还有8个孩子为他养老，血赚,"['以后', '8', '孩子', '养老', '血', '赚']",0
出来儿女还能养他老,"['儿女', '能养', '老']",0
6看着他日子还变好了,"['6', '看着', '日子', '变好']",0
免费的养老院牢里一天不给顿鞭子说不过去//@Lynn_亚亚l:8个孩子政府帮养大以后还要赡养从监狱出来的爸//@kristallkk:吃8年免费牢饭 还有政府给看孩子，这是惩罚吗？,"['免费', '养老院', '牢里', '一天', '顿', '鞭子', '说不过去', '/', '/', '@', 'Lynn', '_', '亚亚', 'l', ':', '8', '孩子', '政府', '帮养', '以后', '赡养', '监狱', '爸', '/', '/', '@', 'kristallkk', ':', '吃', '8', '年', '免费', '牢饭', ' ', '政府', '孩子', '这是', '惩罚']",-5.0
不用天天干活挣钱带孩子了，在里面有吃有喝多清净，进去了倒显年轻了,"['不用', '天天', '干活', '挣钱', '带', '孩子', '里面', '有吃有喝', '清净', '进去', '倒', '显', '年轻']",0
@P4KCB,"['@', 'P4KCB']",0
在那里吃的可比他在家吃的好，还不用照顾他那几个祖宗,"['吃', '可比', '在家', '吃', '不用', '照顾', '几个', '祖宗']",0
这说明进去后接受改造效果还是很明显的,"['说明', '进去', '接受', '改造', '效果', '明显']",0.0
八个都是儿子才是最吓人的，生的女娃都不知道去哪了，被拐的日子恐怕都在生孩子。,"['八个', '儿子', '吓人', '生', '女娃', '知道', '拐', '日子', '恐怕', '生', '孩子']",-3.0
最后一次被卖之前已经有精神病，在街上流浪了。没被栓之前是在街上自由的流浪…只是犯病的时候才被栓的。当然了，买卖是犯罪，只不过惩罚犯人了以后，从一个悲剧走向了另一个悲剧。铁链女去了精神病院，一样被栓着，8个孩子去了福利院,"['最后', '一次', '卖', '之前', '已经', '精神病', '街上', '流浪', '没', '栓', '之前', '街上', '自由', '流浪', '犯病', '栓', '买卖', '犯罪', '只不过', '惩罚', '犯人', '以后', '一个', '悲剧', '走向', '一个', '悲剧', '铁链', '女去', '精神病院', '栓', '8', '孩子', '福利院']",-17.0
糖猫儿什么都知道,"['糖', '猫儿', '什么', '知道']",0
不不不，在15年的一个执行意见中已经提到了，虐待罪的家庭关系包括同居，所以并不是直接承认家庭成员，问题在于两人结婚时铁链女的精神是否还算正常，否则婚姻关系无效，还能多判一个强奸罪,"['15', '年', '一个', '执行', '意见', '中', '已经', '提到', '虐待', '罪', '家庭', '关系', '包括', '同居', '直接', '承认', '家庭成员', '问题', '两人', '结婚', '时', '铁链', '女', '精神', '是否', '算', '正常', '婚姻关系', '无效', '多判', '一个', '强奸罪']",-5.0
弥天大。。。。。。。。。。。。。,['弥天'],0
转发微博,"['转发', '微博']",0
说得对，我们要的是能说服人心的正义和天下无拐,"['说得对', '说服', '人心', '正义', '天下', '无拐']",10.0
李莹仍然被关在土匪窝,"['李莹', '仍然', '被关', '土匪', '窝']",-5.0
没判强奸罪,"['没判', '强奸罪']",0
为什么不让小花梅自己说话？身份就指鹿为马了？,"['为什么', '不让', '小花', '梅', '说话', '身份', '指鹿为马']",-5.0
买卖同罪,"['买卖', '同罪']",0
虐待致死才7年,"['虐待', '致死', '7', '年']",-7.0
毕竟人治…,"['毕竟', '治']",0
你法我笑,"['你法', '笑']",0
提高法律底线！,"['提高', '法律', '底线']",0
一辈子就值刑罚的十来年,"['一辈子', '就值', '刑罚', '十来', '年']",0
雷霆？,['雷霆'],0
你我,[],0
绝大多数人都认为该重判，可能并不清楚法律界亲西方分子正着力推动轻罪化进程，对犯罪分子从轻发落是大势所趋,"['绝大多数', '认为', '重判', '可能', '清楚', '法律界', '亲', '西方', '分子', '正', '着力', '推动', '轻罪', '化', '进程', '犯罪分子', '从轻发落', '大势所趋']",7.0
笑死 没看见雷霆更没看见打拐,"['笑', '死', ' ', '没', '看见', '雷霆', '更', '没', '看见', '打拐']",0
被拐卖的家庭太惨了，应该买卖同罪，取消追诉期！,"['拐卖', '家庭', '太惨', '应该', '买卖', '同罪', '取消', '追诉', '期']",-5.0
应该终身追诉，法律也该修订修订了,"['应该', '终身', '追诉', '法律', '也', '修订', '修订']",0
八个孩儿如何安置？,"['八个', '孩儿', '安置']",0
提高法律对于坏人的犯罪成本,"['提高', '法律', '坏人', '犯罪', '成本']",-10.0
拐卖人口死刑害惨了那个女人和孩子们,"['拐卖人口', '死刑', '害惨', '女人', '孩子']",0
这种“人”只判9年吗？,"['这种', '只判', '9', '年']",0
雷霆？,['雷霆'],0
小花梅这辈子算是毁了，他们才毁十几年,"['小花', '梅', '这辈子', '算是', '毁', '毁', '十几年']",0
从重处罚，如果死刑还会有人犯罪吗？情形还如此恶劣,"['从重', '处罚', '死刑', '还会', '有人', '犯罪', '情形', '恶劣']",-12.0
死刑,['死刑'],0
别人的一辈子啊,['一辈子'],0
呵呵小花梅,"['小花', '梅']",0
我的评价是：判的太轻,"['评价', '判', '太轻']",0
判这么轻还雷霆打拐,"['判', '轻', '雷霆', '打拐']",0
案情这么复杂，年代这么久远，最终都给破了案。说明很多案子本该是能破的，但是没有热度的，就被埋葬。,"['案情', '复杂', '年代', '久远', '最终', '破', '案', '说明', '很多', '案子', '本该', '破', '没有', '热度', '埋葬']",0.0
为什么没强奸罪,"['为什么', '没', '强奸罪']",0
竟然没有强奸罪，离离原上谱,"['竟然', '没有', '强奸罪', '离离', '原上', '谱']",0
说实话，这种事情最好就是交给每提去采访调查，效率会高得多，也会透明清晰的多。,"['说实话', '这种', '事情', '最好', '交给', '提去', '采访', '调查', '效率', '会高得', '也', '会', '透明', '清晰']",9.0
先查查他们村吧，估计村长家里就有一个,"['先', '查查', '村', '估计', '村长', '家里', '一个']",0
有理有据，依据事实，从严判罚，法律公正，坏人终被制裁！,"['有理有据', '依据事实', '从严', '判罚', '法律', '公正', '坏人', '终', '制裁']",7.0
原来如此。,['原来如此'],0
金山银山的爸爸？？？,"['金山', '银山', '爸爸']",0
好奇怪，那些喊丰县铁链女的，现在为啥没声了？被封口了么,"['奇怪', '喊', '丰县', '铁链', '女', '现在', '为啥', '没声', '封口']",0.0
当年的民怨沸腾，刑事立案，法院现在宣判了，媒体的热度已经过去了，一审判决结果公正与否就很少有媒体提及了，大家都不关心了，这真的很可怕。将公正追求到底，不要凭一时兴起，没有韧性不持之以恒，罪恶不会杜绝！一审判决未认定强奸罪，还使用家庭成员字眼就是硬伤，呼吁检察院抗诉！,"['当年', '民怨沸腾', '刑事', '立案', '法院', '现在', '宣判', '媒体', '热度', '已经', '过去', '一审判决', '公正', '很少', '媒体', '提及', '关心', '真的', '可怕', '公正', '追求', '到底', '不要', '一时', '兴起', '没有', '韧性', '持之以恒', '罪恶', '不会', '杜绝', '一审判决', '未', '认定', '强奸罪', '使用', '家庭成员', '字眼', '硬伤', '呼吁', '检察院', '抗诉']",5.0
考点：提级管理、报请核准,"['考点', '提级', '管理', '报请', '核准']",0
这就非常清楚了，正义不会迟到的！,"['非常', '清楚', '正义', '不会', '迟到']",12.0
举双手赞成🙋,"['举', '双手赞成', '🙋']",0
@主持人王洋有话说 ：痛心！八孩母亲“小花梅”24年遭遇了什么？如何避免我们成为她？,"['@', '主持人', '王洋', '话', '说', ' ', '痛心', '八孩', '母亲', '小花', '梅', '24', '年', '遭遇', '什么', '避免', '成为']",-5.0
你别其他人分析的都透彻。可惜可惜。,"['你别', '其他人', '分析', '透彻', '可惜', '可惜']",5.0
能不能睁开眼睛看看，到底谁是小花梅？,"['不能', '睁开眼睛', '看看', '到底', '小花', '梅']",0
严惩拐卖犯罪！,"['严惩', '拐卖', '犯罪']",-10.0
依法严惩拐卖妇女儿童违法犯罪，有力保障妇女儿童身心健康安全,"['依法严惩', '拐卖妇女', '儿童', '违法犯罪', '有力', '保障', '妇女儿童', '身心健康', '安全']",10.0
唉，希望能妥善照顾孩子们,"['希望', '妥善', '照顾', '孩子']",0.0
愿天下无拐🙏🙏🙏,"['愿', '天下', '无拐', '🙏', '🙏', '🙏']",0
严厉打击拐卖妇女儿童犯罪！！,"['严厉打击', '拐卖妇女', '儿童', '犯罪']",-5.0
善恶到头终有报,"['善恶', '到头', '终有', '报']",0
这就非常清楚了，正义不会迟到的！,"['非常', '清楚', '正义', '不会', '迟到']",12.0
终于尘埃落定，违法者受到严惩！不过，受害者小花梅受到的无法挽回的严重伤害，只有痛惜！,"['终于', '尘埃落定', '违法者', '严惩', '受害者', '小花', '梅', '无法挽回', '严重', '伤害', '痛惜']",-6.0
小花梅遭受的非人虐待，令人心痛！,"['小花', '梅', '遭受', '非人', '虐待', '令人', '心痛']",-21.0
小梅花精神状态完全不能自理，作为父亲的责任人被执行九年牢狱，这么多孩子可怎么办啊，基本没有人能照顾抚养了这个问题要怎么处理呢,"['梅花', '精神状态', '完全', '不能', '自理', '父亲', '责任人', '执行', '九年', '牢狱', '孩子', '怎么办', '基本', '没有', '人能', '照顾', '抚养', '问题', '怎么', '处理']",-15.0
受伤害最大的还是小花梅和孩子,"['受伤害', '最大', '小花', '梅', '孩子']",0
照顾好孩子们,"['照顾', '好孩子']",0
这新闻报道的挺具体了，就是不知道小花梅的亲人现在到底在哪，能找到没,"['新闻报道', '挺', '具体', '知道', '小花', '梅', '亲人', '现在', '到底', '找到', '没']",0.0
违法必究！,['违法必究'],0
罪有应得,['罪有应得'],-5.0
正义永不缺席,"['正义', '永不', '缺席']",5.0
希望妥善照顾受害者,"['希望', '妥善', '照顾', '受害者']",0.0
唉,[],0
这个说到很详细了！法理昭昭！,"['说', '详细', '法理', '昭昭']",5.0
终于！,['终于'],0
先转再看！！！！,"['先转', '再']",0
还是希望她能恢复健康 开始新的生活….,"['希望', '恢复健康', ' ', '新', '生活', '.']",0.0
愿天下无拐，犯罪必惩！,"['愿', '天下', '无拐', '犯罪', '必惩']",-5.0
终于尘埃落定，希望小花梅能好起来,"['终于', '尘埃落定', '希望', '小花', '梅能', '起来']",7.0
终于等来了处理结果。小花梅和孩子们受到的伤害太大了。,"['终于', '处理结果', '小花', '梅', '孩子', '伤害', '太大']",-3.0
这帮罪犯真是奇葩,"['这帮', '罪犯', '真是', '奇葩']",0
违法必究！,['违法必究'],0
不易,['不易'],0.0
一年了，我没忘,"['一年', '没', '忘']",0
愿天下无拐！严惩不贷,"['愿', '天下', '无拐', '严惩不贷']",0
罪有应得,['罪有应得'],-5.0
法网恢恢，疏而不漏,"['法网恢恢', '疏而不漏']",3.0
正义永不缺席,"['正义', '永不', '缺席']",5.0
等了一年多的后续,"['一年', '后续']",0
愿天下无拐,"['愿', '天下', '无拐']",0
终于等到,['终于'],0
她不像你这么幸运成了一个被世界“温柔以待的”男性，能够有机会如此云淡风轻的说出冷漠的话。,"['幸运', '成', '一个', '世界', '温柔', '以待', '男性', '能够', '机会', '云淡风轻', '说出', '冷漠']",2.0
大家生气的点是一个人的一辈子原本可以更好的一辈子，只值九年,"['生气', '点', '一个', '一辈子', '原本', '更好', '一辈子', '只值', '九年']",-5.0
你猜,['猜'],0
家人们，谁懂啊,"['家', '懂']",0
用法律和舆论维护自己的合法权益，本是天经地义的事情，但是由于男性天然的两种特权：婚姻和性，导致女性属于弱势地位。女性如果能得到社会的支持，才会在这两件事上享受到幸福。所以爱不是口头上的，而是文明的进步，女人的勇气和男人的担当。,"['法律', '舆论', '维护', '合法权益', '本是', '天经地义', '事情', '男性', '天然', '两种', '特权', '婚姻', '性', '导致', '女性', '属于', '弱势', '地位', '女性', '得到', '社会', '支持', '会', '两件事', '享受', '幸福', '爱', '口头上', '文明', '进步', '女人', '勇气', '男人', '担当']",19.0
狠狠的鼓掌👏,"['狠狠', '鼓掌', '👏']",0.0
看了判决越想越气愤，这是司法实践中在纵容收买妇女犯罪行为、强奸犯罪行为…,"['判决', '越想', '越', '气愤', '这是', '司法', '实践', '中', '纵容', '收买', '妇女', '犯罪行为', '强奸', '犯罪行为']",-19.0
