texts,pm,pp,np
她的名字是什么呢？为什么不能直接让她说自己是谁呢？,负向,0.0002,0.9998
判的好，伸张正义,正向,0.9938,0.0062
正义永远不会缺席。,正向,0.9916,0.0084
伸张正义，保护妇女儿童权益,负向,0.3049,0.6951
支持判决！,正向,0.9993,0.0007
正义永远不会迟到,正向,0.9914,0.0086
善恶有报,中性,1,0
正义不会缺席,正向,0.9947,0.0053
善恶到头终有报。,正向,0.8035,0.1965
法律的力量永远是有力而无声，给所有人一个明确的答案。,正向,0.9894,0.0106
只是苦了孩子,负向,0.053,0.947
相信司法，相信判决结果！不遮蔽,负向,0.0122,0.9878
这次教训，警示各级政府，类似之事不能再发生了,负向,0.0001,0.9999
孩子何去何从,正向,0.7738,0.2262
处理了，判了，不管怎样，态度还是在吧,负向,0.0009,0.9991
执法公正社会才会相信法大于情，对违法者给予严厉的处罚才能彰显法的威严！,负向,0.2567,0.7433
董志民至少要多判一条强奸罪，不能因为他拿了一张非法的结婚证，就不算强奸，而且他是长年违反妇女意志，强行发生关系次数特别多，情节特别严重，应按强奸罪顶格处罚 ,负向,0.0002,0.9998
罪行滔天，量刑畸轻！,正向,0.8692,0.1308
李莹呢？哪里去了啊？,负向,0.0029,0.9971
铁链女这个词不合适吧，人家有名字。,负向,0.0103,0.9897
老胡，董是不是也属于强奸呢？,负向,0.0014,0.9986
贩卖人口不亚于杀人，为什么量刑这么轻,负向,0.0131,0.9869
长子1999年出生，事件公布时也有23多了，是个成年人了，他有把小花梅当作母亲吗？我觉得他不无辜,负向,0.0075,0.9925
你敢说遍不:铁链女就是小花梅,负向,0.1181,0.8819
当地的官员是否也应该承担相应的责任呢,负向,0.004,0.996
去丰县的两个女生呢,正向,0.7323,0.2677
对于拐卖妇女儿童的，危害性不亚于贩毒，凡涉及此类案件的应一律判处死刑，立即执行，并处财产全部没收。,负向,0.0306,0.9694
纯好奇，不该加个强奸罪吗？,负向,0.0002,0.9998
法网恢恢，正义不会迟到,正向,0.9882,0.0118
孩子无辜，希望他们能得到当地政府的帮助,负向,0.1118,0.8882
老胡点评了 不知道铁链女现在什么情况了,负向,0.0588,0.9412
为什么不对其中的强奸罪进行判决？为什么不对协助办理身份证和结婚证的公职人员进行判决问责,负向,0.0024,0.9976
乌衣还好吧？,负向,0.0788,0.9212
图片评论,负向,0.1473,0.8527
女受害人的孩子因为父亲是罪犯。将来没办法考公务员了,负向,0.0466,0.9534
兼听则明。让她自己站出来说。让媒体去采访。,负向,0.1958,0.8042
这样的事儿怎么这么多年没有发现？村干部都是干什么的？村干部应该承担责任！,负向,0.0,1.0
还是判轻了,负向,0.0053,0.9947
我就知道这个事件少不了老胡的锐评。,负向,0.0014,0.9986
确认她就是小花梅吗，照片差别那么大,负向,0.0201,0.9799
买卖妇女、强奸、非法禁锢近二十年，关九年，这成本值了。,负向,0.002,0.998
老胡说了等于没说,中性,0.5139,0.4861
2个罪，没有人口买卖的事,负向,0.0005,0.9995
这量刑只会助长拐卖人口的，太轻了,负向,0.0034,0.9966
8孩妈现在好吗？,负向,0.004,0.996
这个家庭被认可了才会有“虐待罪”的说法,负向,0.2578,0.7422
判的好！支持,正向,0.9999,0.0001
善恶到头终有报！黎明终将照亮黑暗,正向,0.9333,0.0667
支持法律判决,正向,0.9859,0.0141
由于是合法婚姻，所以不存在强J罪，婚内强J要认定确实太难了。,负向,0.2968,0.7032
太轻！,负向,0.0035,0.9965
老胡太中肯了,负向,0.1224,0.8776
正义永远不会迟到,正向,0.9914,0.0086
一个人的一生就换来罪人的九年,负向,0.188,0.812
法律公平公正,正向,0.9153,0.0847
正义必胜 公道自在人心,正向,0.98,0.02
支持国家正确的判决,正向,0.9985,0.0015
善恶终有报,正向,0.9604,0.0396
没有强奸罪呢,负向,0.0148,0.9852
支持严惩！,正向,0.9997,0.0003
坚决维护司法正义！正义永远不会迟到！,正向,0.7562,0.2438
支持判决，善恶有报,正向,0.9991,0.0009
对其它拐卖妇女儿童的也该重判，别打着过了追讼期就不管，变相纵容罪犯,负向,0.0007,0.9993
支持法律判决，正义永不迟到,正向,0.988,0.012
为什么没有判他强奸罪！,负向,0.0026,0.9974
那女人到底是谁？是李莹吗？还有好多疑问没有揭开哟！,负向,0.0025,0.9975
这件事对于所有人来说，都是极大的伤害，包括那个没有法律意识，认不清自己的男人。,负向,0.0004,0.9996
法律的利剑轻轻地落在了罪犯的头上，掉了几撮头发,负向,0.0383,0.9617
判的太轻了，社会危害性极大，民愤极大，起码应该二十年吧，记得以前有人以威胁举报公司向公司讨薪，被判敲诈勒索，都不止这么多年。,负向,0.0002,0.9998
啥时候能看到对失职渎职者的追责？！,负向,0.0971,0.9029
司法公平公正,正向,0.9669,0.0331
恶有恶报  希望有更多的罪恶被审判,负向,0.1217,0.8783
正义永远不会迟到，维护好妇女权益,正向,0.9965,0.0035
老胡中肯，支持判决,正向,0.9995,0.0005
正义不会迟到,正向,0.9927,0.0073
判的好！伸张正义！！！！,正向,0.9925,0.0075
支持判决 董是罪有应得,正向,0.9731,0.0269
我TM无语了，拴铁链是为了女方发病时不伤到自己或别人，并非故意拘禁虐待。靠铁链维持的男女关系能长达十几年？且男方在直播时还傻了吧唧地向观众展示他如何用铁链“非法拘禁”女方？法官大人为何不把杨某侠接到自己家去妥善安置，看看能否既不拴铁链又能很好地与杨某侠一起过日子,负向,0.0003,0.9997
没有25年 就太轻了,负向,0.0086,0.9914
法治社会更好保障人民权益,中性,0.4618,0.5382
支持判决！,正向,0.9993,0.0007
伸张正义,正向,0.9564,0.0436
保护妇女儿童权益,负向,0.108,0.892
判得好,正向,0.9862,0.0138
伸张正义,正向,0.9564,0.0436
呼吁取消拐卖罪,负向,0.0003,0.9997
回复@安子6266 的表态:,负向,0.4473,0.5527
村里民政妇联这些部门应该也有失职责任吧,负向,0.0147,0.9853
老胡，你一年能挣多少钱,负向,0.316,0.684
希望正义永远跟随着真相的到来,正向,0.7108,0.2892
判得好严厉打击拐卖儿童父母的犯罪分子,正向,0.7341,0.2659
善恶终有报，董某是罪有应得,正向,0.6766,0.3234
整个事件就没有要问责的人吗通告就打脸好几次,负向,0.0002,0.9998
支持判决！！罪有应得！！,正向,0.9964,0.0036
老胡真有一颗爱民之心！,正向,0.9953,0.0047
在此事件上，正义虽然来迟了一些，但总算得到了伸张，好,正向,0.9576,0.0424
这事不应该早处理，村、镇难道之前没发现？,负向,0.0004,0.9996
正义会迟到但不会缺席,正向,0.9687,0.0313
那些村干部和发准生证的人呢？……等等,负向,0.0839,0.9161
1,正向,0.8738,0.1262
对村干也该追究知情不报刑事责任。,负向,0.0294,0.9706
丰县，沛县都出名了……,正向,0.8507,0.1493
法律自会严惩，跟“庄严宣示”没关系！依法处置就够了，不要说的像提级了一样！,负向,0.042,0.958
不是叫小花梅吗？怎么成铁链女了,负向,0.0012,0.9988
他 们的爹估计也教不好吧,负向,0.0009,0.9991
解决问题的根源在于农村振兴！这是那个时代的产物。,负向,0.1472,0.8528
老胡中肯,正向,0.9461,0.0539
恰恰相反，虐待罪的对象是“家庭成员”，法官在推理的隐藏条件中承认了他们之间婚姻关系的成立。而事实上这种婚姻关系欠缺基本的合意要件而根本不成立！,负向,0.0002,0.9998
相信正义，相信判决,正向,0.9929,0.0071
伸展正义,正向,0.9863,0.0137
判得好，大快人心！,正向,0.9921,0.0079
历史时刻 不枉等这么久,正向,0.9744,0.0256
英雄母亲,正向,0.9972,0.0028
还是支持判决 正义必胜,正向,0.9166,0.0834
判得好,正向,0.9862,0.0138
善恶到头终有报,正向,0.7799,0.2201
强奸罪 人身伤害罪都没判，虐待家庭成员罪不该判，因为婚姻无效,负向,0.0003,0.9997
这个判决跟法治没有半毛钱关系，只是为了跟不了解现实的愤怒网友一个交代。,负向,0.0005,0.9995
回复@破船难行 的表态:,负向,0.0005,0.9995
生娃的牲口,中性,0.4657,0.5343
起码都判了八年以上,负向,0.0152,0.9848
村委会都作为管理者，一点事都没有吗,负向,0.0011,0.9989
这么残忍，判得太轻了,负向,0.0001,0.9999
error,error,error,error
当时渎职的警察怎么样了,负向,0.0439,0.9561
铁链女近况如何,负向,0.4367,0.5633
国家应该开展专案行动，全国还有非常多的这种现象。,正向,0.8932,0.1068
为什么拐卖妇女给判这么轻？,负向,0.0002,0.9998
回复@吴越燕赵 的表态:谢谢！,正向,0.9526,0.0474
回复@疏雨过中条_ 的表态:谢谢！,正向,0.8867,0.1133
时间链模糊。,负向,0.0063,0.9937
回复@疏雨过中条_ 的表态:,中性,0.4574,0.5426
回复@疏雨过中条_ 的表态:,中性,0.4574,0.5426
回复@疏雨过中条_ 的表态:,中性,0.4574,0.5426
回复@疏雨过中条_ 的表态:,中性,0.4574,0.5426
回复@疏雨过中条_ 的表态:,中性,0.4574,0.5426
判的太轻了,负向,0.0015,0.9985
乌衣呢,中性,0.5208,0.4792
应付了事,负向,0.0003,0.9997
从此事件可以看到国家打击犯罪的决心和力量，只有维护好司法的正义，才能给人民百姓带来幸福和快乐,正向,0.6163,0.3837
回复@___马驹儿 的表态:,负向,0.302,0.698
回复@___马驹儿 的表态:,负向,0.302,0.698
回复@___马驹儿 的表态:,负向,0.302,0.698
回复@___马驹儿 的表态:,负向,0.302,0.698
怎么不算强奸,负向,0.0034,0.9966
要不叼盘先让小花梅的家人与她见面，你敢吗？,负向,0.0087,0.9913
买卖个动物都要潘10年了以上了,负向,0.0449,0.9551
强奸罪被谁吃了,负向,0.0087,0.9913
是不是这八个孩子都不能考公了,负向,0.0024,0.9976
回复@___马驹儿 的表态:,负向,0.302,0.698
还关爱？让他们尝尝社会主义铁拳的威力吧,负向,0.0854,0.9146
回复@___马驹儿 的表态:,负向,0.302,0.698
回复@___马驹儿 的表态:,负向,0.302,0.698
回复@___马驹儿 的表态:,负向,0.302,0.698
严惩不贷。,负向,0.4217,0.5783
支持严惩。,正向,0.9981,0.0019
法网恢恢疏而不漏。,正向,0.818,0.182
严惩。,负向,0.4196,0.5804
恶人终于收到惩罚了，支持判决结果。罪有应得。,正向,0.5707,0.4293
正义不会迟到，支持判决结果,正向,0.9957,0.0043
回复@龙舞妮子 的表态:,负向,0.3558,0.6442
必须得，以法律名义的制裁。,负向,0.0182,0.9818
正义永远都在，谢谢国家谢谢法律,正向,0.9994,0.0006
希望不在有这种事情发生,负向,0.004,0.996
正义不会迟到，相信法律,正向,0.9638,0.0362
正义永远不会迟到,正向,0.9914,0.0086
法网恢恢,中性,1,0
善恶终有报,正向,0.9604,0.0396
伸张正义,正向,0.9564,0.0436
体现了法律的威严,正向,0.9826,0.0174
必须严惩,正向,0.9638,0.0362
司法公正是依法治国的关键！,正向,0.6053,0.3947
这个判得太轻了啊！,负向,0.0012,0.9988
保护妇女儿童，何时能对非法买卖实施买与卖同罪，才有望消除这一罪恶。杀象取牙卖象牙有罪，买象牙制品亦有罪，反倒非法买妇女儿童没个罪名！,负向,0.0027,0.9973
乌依呢,中性,0.4858,0.5142
女人和几个孩子的命运啊，苍天捉弄人,负向,0.1751,0.8249
判罚太轻。,负向,0.0258,0.9742
这个量刑，有点短吧,负向,0.048,0.952
判决太清,负向,0.0119,0.9881
他们才判了几年，那个女人失去的是一生,负向,0.016,0.984
从重,负向,0.3269,0.6731
回复@t_5tgfyhftugf22 的表态:谢谢！,正向,0.7995,0.2005
判完了，那些娃谁来带？社会如何援助,负向,0.0131,0.9869
严打严抓,负向,0.0515,0.9485
迟到的正义毫无意义,负向,0.007,0.993
这八个孩子有啥错，他们考不了公务员,负向,0.3386,0.6614
罪有应得！,正向,0.6703,0.3297
这次真的支持老胡,正向,0.9997,0.0003
地狱在人间！,正向,0.8055,0.1945
正义不会缺席,正向,0.9947,0.0053
回复@趴着睡了半个月 的表态:,负向,0.4403,0.5597
严惩不贷,负向,0.3043,0.6957
老胡说的对,正向,0.9736,0.0264
大快人心，加强国家法治,负向,0.4157,0.5843
维护公平正义！,正向,0.9878,0.0122
建议老胡收养，退休了，又有钱又有闲,负向,0.1406,0.8594
心酸,正向,0.9012,0.0988
违法必须严惩，支持判决！,正向,0.708,0.292
正义永远不会缺席！！,正向,0.993,0.007
正义永远不会缺席！维护司法公正,正向,0.9522,0.0479
正义永远不会缺席,正向,0.993,0.007
相信国家，相信法律，会给我们满意答复,正向,0.8848,0.1152
九年太轻了,负向,0.1238,0.8762
判的好，支持判决。,正向,0.9992,0.0008
乌衣是什么情况呢？,负向,0.0074,0.9926
罪有应得，支持判决。,正向,0.9897,0.0103
支持判决。,正向,0.9958,0.0042
判的好。,正向,0.9855,0.0145
正义没有迟到。支持判决。正义照亮人心。,正向,0.9989,0.0011
支持 严惩,正向,0.9998,0.0002
善恶到头终有报，支持判决！,正向,0.9985,0.0015
要严查地方，为什么出现这种情况二十多年之久？,负向,0.0004,0.9996
老胡你相信铁链女就是小花梅吗？,负向,0.1589,0.8411
少了一个强奸罪,负向,0.0091,0.9909
判的太轻了,负向,0.0015,0.9985
